dt,l1,geo,clm
2020/1/2 7:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102070000_20200102071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102070000_20200102071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102070000_20200102071459_4000M_V0001.NC
2020/1/2 8:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102080000_20200102081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102080000_20200102081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102080000_20200102081459_4000M_V0001.NC
2020/1/2 8:45,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102084500_20200102085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102084500_20200102085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102084500_20200102085959_4000M_V0001.NC
2020/1/2 9:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102090000_20200102091459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102090000_20200102091459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102090000_20200102091459_4000M_V0001.NC
2020/1/2 9:15,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102091500_20200102092959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102091500_20200102092959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102091500_20200102092959_4000M_V0001.NC
2020/1/2 10:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102100000_20200102101459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102100000_20200102101459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102100000_20200102101459_4000M_V0001.NC
2020/1/2 11:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102110000_20200102111459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102110000_20200102111459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102110000_20200102111459_4000M_V0001.NC
2020/1/2 11:45,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102114500_20200102115959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102114500_20200102115959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102114500_20200102115959_4000M_V0001.NC
2020/1/2 12:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102120000_20200102121459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102120000_20200102121459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102120000_20200102121459_4000M_V0001.NC
2020/1/2 12:15,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102121500_20200102122959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102121500_20200102122959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102121500_20200102122959_4000M_V0001.NC
2020/1/2 13:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102130000_20200102131459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102130000_20200102131459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102130000_20200102131459_4000M_V0001.NC
2020/1/2 14:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102140000_20200102141459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102140000_20200102141459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102140000_20200102141459_4000M_V0001.NC
2020/1/2 14:45,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102144500_20200102145959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102144500_20200102145959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102144500_20200102145959_4000M_V0001.NC
2020/1/2 15:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102150000_20200102151459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102150000_20200102151459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102150000_20200102151459_4000M_V0001.NC
2020/1/2 15:15,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102151500_20200102152959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102151500_20200102152959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102151500_20200102152959_4000M_V0001.NC
2020/1/2 16:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102160000_20200102161459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102160000_20200102161459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102160000_20200102161459_4000M_V0001.NC
2020/1/2 17:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102170000_20200102171459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102170000_20200102171459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102170000_20200102171459_4000M_V0001.NC
2020/1/2 17:45,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102174500_20200102175959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102174500_20200102175959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102174500_20200102175959_4000M_V0001.NC
2020/1/2 18:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102180000_20200102181459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102180000_20200102181459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102180000_20200102181459_4000M_V0001.NC
2020/1/2 18:15,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102181500_20200102182959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102181500_20200102182959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102181500_20200102182959_4000M_V0001.NC
2020/1/2 19:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102190000_20200102191459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102190000_20200102191459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102190000_20200102191459_4000M_V0001.NC
2020/1/2 20:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102200000_20200102201459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102200000_20200102201459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102200000_20200102201459_4000M_V0001.NC
2020/1/2 20:45,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102204500_20200102205959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102204500_20200102205959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102204500_20200102205959_4000M_V0001.NC
2020/1/2 21:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102210000_20200102211459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102210000_20200102211459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102210000_20200102211459_4000M_V0001.NC
2020/1/2 21:15,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102211500_20200102212959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102211500_20200102212959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102211500_20200102212959_4000M_V0001.NC
2020/1/2 22:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102220000_20200102221459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102220000_20200102221459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102220000_20200102221459_4000M_V0001.NC
2020/1/2 23:00,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102230000_20200102231459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102230000_20200102231459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102230000_20200102231459_4000M_V0001.NC
2020/1/2 23:45,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200102234500_20200102235959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200102234500_20200102235959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200102\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200102234500_20200102235959_4000M_V0001.NC
2020/1/3 0:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103000000_20200103001459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103000000_20200103001459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103000000_20200103001459_4000M_V0001.NC
2020/1/3 0:15,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103001500_20200103002959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103001500_20200103002959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103001500_20200103002959_4000M_V0001.NC
2020/1/3 1:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103010000_20200103011459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103010000_20200103011459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103010000_20200103011459_4000M_V0001.NC
2020/1/3 2:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103020000_20200103021459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103020000_20200103021459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103020000_20200103021459_4000M_V0001.NC
2020/1/3 2:45,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103024500_20200103025959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103024500_20200103025959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103024500_20200103025959_4000M_V0001.NC
2020/1/3 3:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103030000_20200103031459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103030000_20200103031459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103030000_20200103031459_4000M_V0001.NC
2020/1/3 3:15,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103031500_20200103032959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103031500_20200103032959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103031500_20200103032959_4000M_V0001.NC
2020/1/3 4:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103040000_20200103041459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103040000_20200103041459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103040000_20200103041459_4000M_V0001.NC
2020/1/3 5:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103050000_20200103051459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103050000_20200103051459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103050000_20200103051459_4000M_V0001.NC
2020/1/3 5:45,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103054500_20200103055959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103054500_20200103055959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103054500_20200103055959_4000M_V0001.NC
2020/1/3 6:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103060000_20200103061459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103060000_20200103061459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103060000_20200103061459_4000M_V0001.NC
2020/1/3 6:15,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103061500_20200103062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103061500_20200103062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103061500_20200103062959_4000M_V0001.NC
2020/1/3 7:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103070000_20200103071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103070000_20200103071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103070000_20200103071459_4000M_V0001.NC
2020/1/3 8:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103080000_20200103081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103080000_20200103081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103080000_20200103081459_4000M_V0001.NC
2020/1/3 8:45,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103084500_20200103085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103084500_20200103085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103084500_20200103085959_4000M_V0001.NC
2020/1/3 9:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103090000_20200103091459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103090000_20200103091459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103090000_20200103091459_4000M_V0001.NC
2020/1/3 9:15,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103091500_20200103092959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103091500_20200103092959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103091500_20200103092959_4000M_V0001.NC
2020/1/3 10:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103100000_20200103101459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103100000_20200103101459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103100000_20200103101459_4000M_V0001.NC
2020/1/3 11:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103110000_20200103111459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103110000_20200103111459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103110000_20200103111459_4000M_V0001.NC
2020/1/3 11:45,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103114500_20200103115959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103114500_20200103115959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103114500_20200103115959_4000M_V0001.NC
2020/1/3 12:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103120000_20200103121459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103120000_20200103121459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103120000_20200103121459_4000M_V0001.NC
2020/1/3 12:15,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103121500_20200103122959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103121500_20200103122959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103121500_20200103122959_4000M_V0001.NC
2020/1/3 13:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103130000_20200103131459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103130000_20200103131459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103130000_20200103131459_4000M_V0001.NC
2020/1/3 14:00,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200103140000_20200103141459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200103140000_20200103141459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200103\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200103140000_20200103141459_4000M_V0001.NC
